name,test_loss (~),test_loss,test_perplexity,lm-eval-avg-acc,lm-eval-avg-acc-std,-,-,-,-,-,I.isotropy,I.max norm,I.avg norm,I.min norm,I.mu norm,I.ratio norm,I.fhs_cos_sim,I.fhs_dot_prod,I.eb_cos_sim,-,O.isotropy,O.max norm,O.avg norm,O.min norm,O.mu norm,O.ratio norm,O.max aligndot,O.avg aligndot,O.min aligndot,O.max aligncos,O.avg aligncos,O.min aligncos,O.centering_ratio,OC.max norm,OC.avg norm,OC.min norm,OC.mu norm,OC.ratio norm,OC.max aligndot,OC.avg aligndot,OC.min aligndot,OC.max aligncos,OC.avg aligncos,OC.min aligncos,OC.centering_ratio,O.fhs_cos_sim,O.fhs_dot_prod,O.eb_cos_sim,O.eb_dot_sim,"O.corr_p(norm, lbp)","O.corr_s(norm, lbp)","O.corr_p(Emu, lbp)","O.corr_s(Emu, lbp)",O.Smin,O.Smax,O.Smin/Smax,O.logits_mean_mean,O.logits_mean_std,O.logits_std_mean,O.logits_std_std,O.logits_mean_absmean,O.logits_mean_absmax,H.mean_logsqZ,time
wor60e-29M-13p1B-100k-bs64-lr1000-mulosswt-g1e-04-s1,3.574,3.574,35.647,,,-,-,-,-,-,0.000,682.492,124.939,52.482,13.643,0.109,-0.6592,-8.4635,,-,0.000,682.492,124.939,52.482,13.643,0.109,467.100,186.129,-27.262,0.243,0.122,-0.015,0.602,681.980,124.155,51.019,0.000,0.000,280.970,-0.001,-213.392,0.075,-0.007,-0.132,1.000,-0.6592,-8.4635,,,,,,,34.73,27251.98,0.13%,-8.4375,2.9219,10.1875,1.1641,11.0000,25.1250,210.0,7567.0
wor60e-29M-13p1B-100k-bs64-lr3-mulosswt-g1e-04-s1,3.639,3.639,38.062,,,-,-,-,-,-,0.308,2.222,1.267,0.512,1.099,0.867,-0.1376,-3.8053,,-,0.308,2.222,1.267,0.512,1.099,0.867,2.202,1.207,-1.193,0.985,0.849,-0.714,1.090,2.514,0.678,0.283,0.000,0.000,0.994,-0.000,-2.401,0.904,0.001,-0.922,1.000,-0.1376,-3.8053,,,,,,,1.56,258.53,0.60%,-3.8125,2.4219,5.1562,0.1943,5.6562,16.8750,204.0,7586.6
wor60e-29M-13p1B-100k-bs64-lr30-mulosswt-g1e-04-s1,3.564,3.564,35.302,,,-,-,-,-,-,0.001,13.944,6.598,2.903,5.142,0.779,-0.0263,-1.8986,,-,0.001,13.944,6.598,2.903,5.142,0.779,58.557,26.442,-19.894,0.952,0.765,-0.606,0.791,10.729,4.327,2.017,0.000,0.000,32.115,0.000,-46.336,0.706,-0.027,-0.900,1.000,-0.0263,-1.8986,,,,,,,3.96,1219.35,0.32%,-1.8984,3.0625,6.0312,0.4023,5.5312,20.6250,308.0,7601.5
wor60e-29M-13p1B-100k-bs64-lr300-mulosswt-g1e-04-s1,3.570,3.570,35.517,,,-,-,-,-,-,0.000,462.884,48.428,18.576,13.573,0.280,0.2080,28.4170,,-,0.000,462.884,48.428,18.576,13.573,0.280,353.028,184.221,-96.101,0.635,0.359,-0.221,0.794,463.055,45.913,15.373,0.000,0.000,168.807,-0.000,-280.321,0.281,-0.002,-0.552,1.000,0.2080,28.4170,,,,,,,20.49,15150.78,0.14%,28.3750,3.2031,23.2500,0.6836,31.3750,48.0000,2768.0,7574.5
wor60e-29M-13p1B-100k-bs64-lr3000-mulosswt-g1e-04-s1,3.604,3.604,36.754,,,-,-,-,-,-,0.000,415.404,203.528,109.353,6.724,0.033,0.2061,0.5428,,-,0.000,415.404,203.528,109.353,6.724,0.033,243.102,45.217,-242.887,0.113,0.032,-0.135,1.185,415.104,203.428,109.458,0.000,0.000,197.885,0.000,-288.104,0.084,-0.002,-0.160,1.000,0.2061,0.5428,,,,,,,109.69,14659.46,0.75%,0.5430,2.8438,4.3438,0.7461,4.1875,19.6250,376.0,7574.0
wor60r-29M-13p1B-100k-bs64-lr10-mucenteringwt-g0e+00-s1,3.580,3.580,35.870,,,-,-,-,-,-,0.728,4.385,1.475,0.770,0.000,0.000,-0.0293,-0.0000,,-,0.728,4.385,1.475,0.770,0.000,0.000,0.000,0.000,-0.000,0.287,0.006,-0.300,1.000,4.385,1.475,0.770,0.000,0.000,0.000,-0.000,-0.000,0.287,0.006,-0.300,1.000,-0.0293,-0.0000,,,,,,,1.79,180.95,0.99%,0.0000,2.8594,0.0001,0.3145,2.2188,16.2500,312.0,7629.6
wor60r-29M-13p1B-100k-bs64-lr100-mucenteringwt-g0e+00-s1,3.560,3.560,35.169,,,-,-,-,-,-,0.000,45.129,14.840,8.046,0.000,0.000,-0.0271,-0.0000,,-,0.000,45.129,14.840,8.046,0.000,0.000,0.000,-0.000,-0.000,0.241,0.002,-0.265,1.000,45.129,14.840,8.046,0.000,0.000,0.000,-0.000,-0.000,0.241,0.002,-0.265,1.000,-0.0271,-0.0000,,,,,,,9.98,1762.57,0.57%,0.0003,3.4219,0.0005,0.5469,2.6875,18.3750,352.0,7584.0
wor60r-29M-13p1B-100k-bs64-lr1000-mucenteringwt-g0e+00-s1,3.618,3.618,37.265,,,-,-,-,-,-,0.000,251.703,111.595,59.508,0.000,0.000,-0.1549,-0.0000,,-,0.000,251.703,111.595,59.508,0.000,0.000,0.002,-0.000,-0.001,0.234,0.002,-0.226,1.000,251.703,111.595,59.508,0.000,0.000,0.002,-0.000,-0.001,0.234,0.002,-0.226,1.000,-0.1549,-0.0000,,,,,,,61.77,13162.65,0.47%,0.0001,3.1250,0.0003,1.1797,2.4375,17.3750,362.0,7614.0
wor60r-29M-13p1B-100k-bs64-lr3-mucenteringwt-g0e+00-s1,3.635,3.635,37.912,,,-,-,-,-,-,0.931,2.382,0.670,0.302,0.000,0.000,0.0687,0.0000,,-,0.931,2.382,0.670,0.302,0.000,0.000,0.000,0.000,-0.000,0.235,-0.001,-0.212,1.000,2.382,0.670,0.302,0.000,0.000,0.000,-0.000,-0.000,0.235,-0.001,-0.212,1.000,0.0687,0.0000,,,,,,,1.46,83.69,1.74%,0.0000,2.5000,0.0000,0.2051,1.9453,15.6250,292.0,7580.5
wor60r-29M-13p1B-100k-bs64-lr30-mucenteringwt-g0e+00-s1,3.564,3.564,35.302,,,-,-,-,-,-,0.033,13.102,4.078,1.969,0.000,0.000,0.0217,0.0000,,-,0.033,13.102,4.078,1.969,0.000,0.000,0.000,0.000,-0.000,0.324,0.008,-0.315,1.000,13.102,4.078,1.969,0.000,0.000,0.000,-0.000,-0.000,0.324,0.008,-0.315,1.000,0.0217,0.0000,,,,,,,2.61,512.38,0.51%,0.0000,2.9688,0.0002,0.3301,2.3125,16.7500,324.0,7595.0
wor60r-29M-13p1B-100k-bs64-lr300-mucenteringwt-g0e+00-s1,3.575,3.575,35.706,,,-,-,-,-,-,0.000,90.498,37.668,21.145,0.000,0.000,0.0221,0.0000,,-,0.000,90.498,37.668,21.145,0.000,0.000,0.000,0.000,-0.000,0.264,0.007,-0.279,1.000,90.498,37.668,21.145,0.000,0.000,0.000,-0.000,-0.000,0.264,0.007,-0.279,1.000,0.0221,0.0000,,,,,,,20.90,3870.11,0.54%,0.0008,3.6250,0.0004,0.7422,2.8438,19.5000,366.0,7583.5
wor60r-29M-13p1B-100k-bs64-lr3000-mucenteringwt-g0e+00-s1,3.640,3.640,38.073,,,-,-,-,-,-,0.000,565.344,251.735,130.683,0.000,0.000,-0.4078,-0.0000,,-,0.000,565.344,251.735,130.683,0.000,0.000,0.022,-0.000,-0.017,0.429,0.011,-0.380,1.000,565.344,251.735,130.683,0.000,0.000,0.022,-0.000,-0.017,0.429,0.011,-0.380,1.000,-0.4078,-0.0000,,,,,,,156.98,29721.35,0.53%,-0.0001,3.0156,0.0002,0.7891,2.3438,17.2500,342.0,7578.6
wor60s-29M-13p1B-100k-bs64-lr10-softcappingwt-g3e+01-s1,3.580,3.580,35.871,,,-,-,-,-,-,0.072,5.705,2.595,0.960,2.129,0.821,-0.1071,-4.7074,,-,0.072,5.705,2.595,0.960,2.129,0.821,11.117,4.534,-3.618,0.982,0.797,-0.670,0.733,4.458,1.627,0.820,0.000,0.000,6.583,-0.000,-8.152,0.931,-0.044,-0.921,1.000,-0.1071,-4.7074,,,,,,,1.78,515.83,0.34%,-4.7188,3.0156,2.7500,0.3496,5.1562,19.0000,203.0,8098.0
wor60s-29M-13p1B-100k-bs64-lr100-softcappingwt-g3e+01-s1,3.563,3.563,35.278,,,-,-,-,-,-,0.000,40.416,23.022,8.013,20.011,0.869,-0.0330,-4.5135,,-,0.000,40.416,23.022,8.013,20.011,0.869,771.248,400.454,-259.432,0.979,0.853,-0.680,0.856,37.789,12.574,5.515,0.000,0.000,370.792,-0.002,-659.888,0.908,-0.030,-0.940,1.000,-0.0330,-4.5135,,,,,,,8.81,4725.08,0.19%,-4.5000,3.2812,3.9375,0.5820,5.3750,20.8750,251.0,8084.0
wor60s-29M-13p1B-100k-bs64-lr1000-softcappingwt-g3e+01-s1,3.573,3.573,35.617,,,-,-,-,-,-,0.000,353.069,184.412,74.150,152.649,0.828,-0.0157,-3.8096,,-,0.000,353.069,184.412,74.150,152.649,0.828,49708.598,23301.619,-8737.479,0.963,0.803,-0.399,0.645,254.191,112.348,53.129,0.001,0.000,26407.027,0.044,-32039.059,0.805,-0.017,-0.890,1.000,-0.0157,-3.8096,,,,,,,62.29,36558.32,0.17%,-3.8281,3.4375,5.8438,1.2344,5.4062,21.8750,336.0,8100.1
wor60s-29M-13p1B-100k-bs64-lr3-softcappingwt-g3e+01-s1,3.637,3.637,37.991,,,-,-,-,-,-,0.326,2.429,1.346,0.468,1.193,0.886,-0.1867,-5.3396,,-,0.326,2.429,1.346,0.468,1.193,0.886,2.788,1.423,-1.175,0.991,0.869,-0.708,0.932,2.463,0.696,0.301,0.000,0.000,1.365,0.000,-2.598,0.962,-0.024,-0.941,1.000,-0.1867,-5.3396,,,,,,,1.54,282.01,0.55%,-5.3438,2.6094,2.6562,0.2393,5.7188,17.0000,162.0,8094.0
wor60s-29M-13p1B-100k-bs64-lr30-softcappingwt-g3e+01-s1,3.561,3.561,35.212,,,-,-,-,-,-,0.024,14.403,6.805,2.511,5.847,0.859,-0.0650,-4.9021,,-,0.024,14.403,6.805,2.511,5.847,0.859,78.970,34.185,-25.732,0.969,0.842,-0.681,0.759,11.489,3.813,1.833,0.000,0.000,44.785,-0.000,-59.918,0.869,-0.034,-0.929,1.000,-0.0650,-4.9021,,,,,,,3.29,1386.64,0.24%,-4.9062,3.0781,3.0312,0.4395,5.4062,20.1250,214.0,8109.0
wor60s-29M-13p1B-100k-bs64-lr300-softcappingwt-g3e+01-s1,3.575,3.575,35.684,,,-,-,-,-,-,0.000,119.375,66.151,21.832,57.650,0.871,-0.0260,-4.4679,,-,0.000,119.375,66.151,21.832,57.650,0.871,6251.708,3323.552,-2101.171,0.972,0.853,-0.761,0.868,103.649,35.761,20.369,0.000,0.000,2928.155,-0.002,-5424.725,0.841,-0.015,-0.954,1.000,-0.0260,-4.4679,,,,,,,17.65,13594.05,0.13%,-4.4688,3.2969,3.8906,0.7148,5.4062,21.2500,260.0,8093.5
wor60s-29M-13p1B-100k-bs64-lr3000-softcappingwt-g3e+01-s1,3.620,3.620,37.340,,,-,-,-,-,-,0.000,833.106,380.943,164.595,276.610,0.726,-0.0389,-3.3268,,-,0.000,833.106,380.943,164.595,276.610,0.726,181253.625,76513.305,-71894.969,0.923,0.693,-0.709,0.819,638.804,275.679,121.705,0.001,0.000,104740.422,0.110,-148408.172,0.681,-0.024,-0.926,1.000,-0.0389,-3.3268,,,,,,,176.36,68132.17,0.26%,-3.3281,3.2188,4.9375,1.0391,4.5625,20.2500,310.0,8076.5
wor60z-29M-13p1B-100k-bs64-lr10-zlosswt-g1e-04-s1,3.579,3.579,35.851,,,-,-,-,-,-,0.040,6.569,3.284,1.321,2.872,0.875,-0.1991,-14.5182,,-,0.040,6.569,3.284,1.321,2.872,0.875,17.503,8.250,-0.533,0.986,0.869,-0.089,0.529,4.128,1.702,0.747,0.000,0.000,9.252,-0.000,-8.784,0.891,-0.035,-0.894,1.000,-0.1991,-14.5182,,,,,,,1.78,666.46,0.27%,-14.5000,3.2188,4.5938,0.4238,14.6250,30.8750,24.4,7858.8
wor60z-29M-13p1B-100k-bs64-lr100-zlosswt-g1e-04-s1,3.568,3.568,35.429,,,-,-,-,-,-,0.000,42.692,25.338,11.706,21.925,0.865,-0.0602,-15.4976,,-,0.000,42.692,25.338,11.706,21.925,0.865,836.782,480.714,23.125,0.962,0.864,0.076,0.547,31.310,13.169,6.434,0.000,0.000,356.069,0.000,-457.588,0.712,-0.032,-0.863,1.000,-0.0602,-15.4976,,,,,,,10.35,5008.67,0.21%,-15.5000,3.6250,4.4375,0.6172,15.5000,34.5000,16.8,7877.3
wor60z-29M-13p1B-100k-bs64-lr1000-zlosswt-g1e-04-s1,3.590,3.590,36.227,,,-,-,-,-,-,0.000,457.225,305.774,174.287,286.798,0.938,-0.0645,-18.0244,,-,0.000,457.225,305.774,174.287,286.798,0.938,121482.766,82253.422,40722.324,0.984,0.935,0.707,0.342,221.489,116.361,54.861,0.001,0.000,39229.504,0.160,-41530.938,0.738,-0.012,-0.820,1.000,-0.0645,-18.0244,,,,,,,105.08,65447.30,0.16%,-18.0000,3.2969,4.6250,0.7812,18.0000,37.5000,8.5,7852.8
wor60z-29M-13p1B-100k-bs64-lr3-zlosswt-g1e-04-s1,3.637,3.637,37.980,,,-,-,-,-,-,0.229,2.598,1.558,0.592,1.414,0.908,-0.2871,-12.8708,,-,0.229,2.598,1.558,0.592,1.414,0.908,3.392,1.999,-0.500,0.992,0.902,-0.351,0.737,2.083,0.710,0.362,0.000,0.000,1.393,-0.000,-2.499,0.922,-0.028,-0.910,1.000,-0.2871,-12.8708,,,,,,,1.75,325.50,0.54%,-12.8750,2.7812,4.1875,0.3027,12.9375,25.0000,30.2,7868.3
wor60z-29M-13p1B-100k-bs64-lr30-zlosswt-g1e-04-s1,3.561,3.561,35.193,,,-,-,-,-,-,0.000,15.812,8.586,3.617,7.194,0.838,-0.1488,-15.3689,,-,0.000,15.812,8.586,3.617,7.194,0.838,101.148,51.757,2.593,0.976,0.835,0.077,0.488,11.728,4.874,2.366,0.000,0.000,49.392,0.000,-49.164,0.807,-0.032,-0.867,1.000,-0.1488,-15.3689,,,,,,,3.94,1660.95,0.24%,-15.3750,3.5469,4.2812,0.5391,15.3750,33.5000,16.4,7870.3
wor60z-29M-13p1B-100k-bs64-lr300-zlosswt-g1e-04-s1,3.572,3.572,35.574,,,-,-,-,-,-,0.000,120.352,76.875,32.497,66.255,0.862,-0.0663,-16.3150,,-,0.000,120.352,76.875,32.497,66.255,0.862,6495.976,4389.723,559.701,0.954,0.861,0.240,0.590,78.631,40.015,20.306,0.000,0.000,2106.250,-0.002,-3830.024,0.627,-0.019,-0.876,1.000,-0.0663,-16.3150,,,,,,,42.28,15057.71,0.28%,-16.3750,4.0625,5.2188,0.8906,16.3750,36.2500,16.6,7867.3
wor60z-29M-13p1B-100k-bs64-lr3000-zlosswt-g1e-04-s1,3.670,3.670,39.267,,,-,-,-,-,-,0.000,1304.590,947.307,524.416,907.026,0.957,-0.0669,-17.0909,,-,0.000,1304.590,947.307,524.416,907.026,0.957,1132810.625,822696.375,422304.875,0.988,0.957,0.841,0.353,546.633,296.935,143.630,0.005,0.000,310115.125,0.921,-400390.562,0.690,-0.010,-0.904,1.000,-0.0669,-17.0909,,,,,,,222.37,205390.22,0.11%,-17.1250,3.0938,4.6875,0.8281,17.1250,31.3750,8.4,7849.8
wor80a-57M-13p1B-100k-bs64-lr10-baselinewt-g0e+00-s1,3.350,3.350,28.494,,,-,-,-,-,-,0.140,4.957,2.433,1.205,1.729,0.711,-0.0120,-0.4277,,-,0.140,4.957,2.433,1.205,1.729,0.711,6.668,2.989,-2.166,0.945,0.694,-0.467,0.773,4.420,1.774,0.772,0.000,0.000,3.679,0.000,-5.154,0.794,-0.031,-0.824,1.000,-0.0120,-0.4277,,,,,,,1.87,413.61,0.45%,-0.4277,2.8125,8.3125,0.2969,6.9688,21.6250,390.0,12696.2
wor80a-57M-13p1B-100k-bs64-lr100-baselinewt-g0e+00-s1,3.339,3.339,28.179,,,-,-,-,-,-,0.000,47.492,24.616,10.719,18.997,0.772,-0.0184,-2.8138,,-,0.000,47.492,24.616,10.719,18.997,0.772,777.448,360.878,-256.227,0.959,0.754,-0.636,0.794,39.192,16.565,7.538,0.000,0.000,416.570,-0.000,-617.105,0.841,-0.040,-0.894,1.000,-0.0184,-2.8138,,,,,,,7.14,4531.60,0.16%,-2.8125,3.1094,21.3750,0.4629,16.1250,31.8750,740.0,12723.2
wor80a-57M-13p1B-100k-bs64-lr1000-baselinewt-g0e+00-s1,3.418,3.418,30.514,,,-,-,-,-,-,0.000,366.910,206.150,111.986,148.585,0.721,0.0890,85.7543,,-,0.000,366.910,206.150,111.986,148.585,0.721,44734.059,22077.455,-7306.542,0.925,0.701,-0.324,0.657,272.066,148.544,70.411,0.001,0.000,22656.635,0.030,-29383.967,0.681,-0.027,-0.814,1.000,0.0890,85.7543,,,,,,,83.19,35601.70,0.23%,85.5000,4.1250,151.0000,2.5625,86.5000,105.0000,34560.0,12691.5
wor80a-57M-13p1B-100k-bs64-lr3-baselinewt-g0e+00-s1,3.399,3.399,29.930,,,-,-,-,-,-,0.352,1.988,1.173,0.510,0.959,0.817,-0.1860,-4.3499,,-,0.352,1.988,1.173,0.510,0.959,0.817,1.755,0.919,-1.117,0.982,0.796,-0.740,1.160,2.575,0.717,0.290,0.000,0.000,0.836,0.000,-2.036,0.912,-0.011,-0.910,1.000,-0.1860,-4.3499,,,,,,,1.55,227.89,0.68%,-4.3438,2.3906,4.5938,0.1973,5.7500,16.8750,191.0,12713.6
wor80a-57M-13p1B-100k-bs64-lr30-baselinewt-g0e+00-s1,3.337,3.337,28.145,,,-,-,-,-,-,0.001,14.118,7.392,3.365,5.577,0.754,0.0356,5.6823,,-,0.001,14.118,7.392,3.365,5.577,0.754,64.443,31.101,-23.786,0.956,0.737,-0.506,0.852,12.703,5.064,2.766,0.000,0.000,33.343,-0.000,-54.886,0.835,-0.026,-0.850,1.000,0.0356,5.6823,,,,,,,2.33,1321.62,0.18%,5.6875,3.0781,9.3125,0.3887,8.8750,25.2500,680.0,12661.6
wor80a-57M-13p1B-100k-bs64-lr300-baselinewt-g0e+00-s1,3.361,3.361,28.807,,,-,-,-,-,-,0.000,128.259,73.455,33.676,59.191,0.806,0.0300,23.7109,,-,0.000,128.259,73.455,33.676,59.191,0.806,6552.253,3503.609,-882.755,0.949,0.796,-0.310,0.669,93.918,45.537,22.918,0.000,0.000,3048.643,-0.000,-4386.364,0.692,-0.028,-0.855,1.000,0.0300,23.7109,,,,,,,13.40,13781.47,0.10%,23.7500,3.7656,20.1250,1.1406,24.2500,42.2500,2320.0,12762.2
wor80a-57M-13p1B-100k-bs64-lr3000-baselinewt-g0e+00-s1,5.006,5.006,149.337,,,-,-,-,-,-,0.000,899.505,569.575,278.627,447.564,0.786,0.1519,1227.1650,,-,0.000,899.505,569.575,278.627,447.564,0.786,341531.281,200313.531,-43636.836,0.944,0.768,-0.276,0.714,652.291,368.122,198.648,0.001,0.000,141218.000,0.232,-243950.094,0.634,-0.005,-0.859,1.000,0.1519,1227.1650,,,,,,,104.17,105221.24,0.10%,1224.0000,6.9375,856.0000,4.6250,1224.0000,1248.0000,2310144.0,12649.1
wor80e-57M-13p1B-100k-bs64-lr10-mulosswt-g1e-04-s1,3.350,3.350,28.509,,,-,-,-,-,-,0.159,4.614,2.409,1.224,1.669,0.693,-0.0077,-0.2796,,-,0.159,4.614,2.409,1.224,1.669,0.693,6.320,2.785,-1.971,0.936,0.678,-0.438,0.753,4.146,1.785,0.879,0.000,0.000,3.534,0.000,-4.756,0.714,-0.022,-0.805,1.000,-0.0077,-0.2796,,,,,,,1.89,396.05,0.48%,-0.2793,2.8750,7.1875,0.2949,6.1875,21.1250,378.0,12834.1
wor80e-57M-13p1B-100k-bs64-lr100-mulosswt-g1e-04-s1,3.336,3.336,28.119,,,-,-,-,-,-,0.000,115.950,21.663,10.140,10.652,0.492,0.1082,14.3050,,-,0.000,115.950,21.663,10.140,10.652,0.492,233.639,113.467,-265.649,0.788,0.554,-0.414,1.427,118.696,18.308,8.470,0.000,0.000,120.172,-0.001,-379.117,0.433,0.024,-0.742,1.000,0.1082,14.3050,,,,,,,6.81,3827.40,0.18%,14.3125,3.5312,15.6250,0.8359,17.3750,34.5000,1392.0,12843.9
wor80e-57M-13p1B-100k-bs64-lr1000-mulosswt-g1e-04-s1,3.370,3.370,29.066,,,-,-,-,-,-,0.000,587.453,138.035,74.223,10.633,0.077,-0.5371,-6.2652,,-,0.000,587.453,138.035,74.223,10.633,0.077,240.812,113.051,-151.597,0.181,0.089,-0.098,1.099,587.738,137.540,73.823,0.000,0.000,127.761,0.000,-264.648,0.082,0.004,-0.169,1.000,-0.5371,-6.2652,,,,,,,57.30,21994.66,0.26%,-6.2500,2.9844,9.3750,2.1406,9.0625,23.1250,320.0,12823.3
wor80e-57M-13p1B-100k-bs64-lr3-mulosswt-g1e-04-s1,3.399,3.399,29.932,,,-,-,-,-,-,0.356,1.957,1.175,0.509,0.959,0.816,-0.1862,-4.3381,,-,0.356,1.957,1.175,0.509,0.959,0.816,1.704,0.920,-1.092,0.983,0.796,-0.735,1.181,2.531,0.718,0.293,0.000,0.000,0.784,0.000,-2.012,0.908,-0.011,-0.906,1.000,-0.1862,-4.3381,,,,,,,1.57,227.31,0.69%,-4.3438,2.4062,4.3750,0.1855,5.6250,16.8750,190.0,12794.8
wor80e-57M-13p1B-100k-bs64-lr30-mulosswt-g1e-04-s1,3.338,3.338,28.157,,,-,-,-,-,-,0.002,12.858,6.850,3.246,5.021,0.733,0.0099,0.8160,,-,0.002,12.858,6.850,3.246,5.021,0.733,54.598,25.211,-20.907,0.929,0.719,-0.556,0.845,11.860,4.812,2.316,0.000,0.000,29.387,0.000,-46.118,0.656,-0.025,-0.851,1.000,0.0099,0.8160,,,,,,,2.96,1184.34,0.25%,0.8164,2.9531,7.5938,0.3770,6.3125,21.6250,434.0,12788.6
wor80e-57M-13p1B-100k-bs64-lr300-mulosswt-g1e-04-s1,3.344,3.344,28.336,,,-,-,-,-,-,0.000,277.043,56.645,29.885,18.495,0.327,-0.1373,-8.2018,,-,0.000,277.043,56.645,29.885,18.495,0.327,556.163,342.062,-491.513,0.599,0.374,-0.096,1.499,279.424,52.928,26.106,0.000,0.000,214.100,-0.001,-833.576,0.179,0.013,-0.355,1.000,-0.1373,-8.2018,,,,,,,17.48,10042.31,0.17%,-8.1875,3.2344,17.1250,1.0078,15.7500,31.1250,462.0,12772.9
wor80e-57M-13p1B-100k-bs64-lr3000-mulosswt-g1e-04-s1,3.440,3.440,31.196,,,-,-,-,-,-,0.000,613.393,280.288,149.899,4.826,0.017,0.1617,0.5318,,-,0.000,613.393,280.288,149.899,4.826,0.017,225.905,23.292,-349.371,0.095,0.014,-0.202,1.067,613.074,280.262,150.103,0.000,0.000,202.613,-0.000,-372.663,0.085,-0.003,-0.217,1.000,0.1617,0.5318,,,,,,,125.97,12890.24,0.98%,0.5312,2.8750,2.0312,1.0547,2.8125,18.7500,384.0,12775.8
wor80r-57M-13p1B-100k-bs64-lr10-mucenteringwt-g0e+00-s1,3.348,3.348,28.435,,,-,-,-,-,-,0.618,5.475,1.968,0.980,0.000,0.000,-0.0425,-0.0000,,-,0.618,5.475,1.968,0.980,0.000,0.000,0.000,0.000,-0.000,0.228,-0.002,-0.240,1.000,5.475,1.968,0.980,0.000,0.000,0.000,-0.000,-0.000,0.228,-0.002,-0.240,1.000,-0.0425,-0.0000,,,,,,,1.97,220.46,0.89%,0.0000,2.8125,0.0001,0.2871,2.1875,16.7500,324.0,12771.8
wor80r-57M-13p1B-100k-bs64-lr100-mucenteringwt-g0e+00-s1,3.340,3.340,28.228,,,-,-,-,-,-,0.000,45.182,17.173,9.848,0.000,0.000,-0.0357,-0.0000,,-,0.000,45.182,17.173,9.848,0.000,0.000,0.000,-0.000,-0.000,0.184,-0.001,-0.198,1.000,45.182,17.173,9.848,0.000,0.000,0.000,-0.000,-0.000,0.184,-0.001,-0.198,1.000,-0.0357,-0.0000,,,,,,,9.37,2023.24,0.46%,0.0003,3.3750,0.0004,0.5000,2.6094,18.5000,360.0,12803.3
wor80r-57M-13p1B-100k-bs64-lr1000-mucenteringwt-g0e+00-s1,3.386,3.386,29.547,,,-,-,-,-,-,0.000,268.293,135.285,68.753,0.000,0.000,-0.2014,-0.0000,,-,0.000,268.293,135.285,68.753,0.000,0.000,0.001,-0.000,-0.001,0.167,0.003,-0.176,1.000,268.293,135.285,68.753,0.000,0.000,0.001,-0.000,-0.001,0.167,0.003,-0.176,1.000,-0.2014,-0.0000,,,,,,,61.87,14326.74,0.43%,-0.0000,3.2812,0.0002,2.0625,2.5781,18.1250,456.0,12774.1
wor80r-57M-13p1B-100k-bs64-lr3-mucenteringwt-g0e+00-s1,3.399,3.399,29.925,,,-,-,-,-,-,0.936,2.312,0.738,0.324,0.000,0.000,0.0060,0.0000,,-,0.936,2.312,0.738,0.324,0.000,0.000,0.000,0.000,-0.000,0.190,0.000,-0.193,1.000,2.312,0.738,0.324,0.000,0.000,0.000,-0.000,-0.000,0.190,0.000,-0.193,1.000,0.0060,0.0000,,,,,,,1.39,79.65,1.74%,0.0000,2.4531,0.0001,0.1953,1.9062,16.0000,300.0,12797.3
wor80r-57M-13p1B-100k-bs64-lr30-mucenteringwt-g0e+00-s1,3.336,3.336,28.102,,,-,-,-,-,-,0.016,14.868,5.623,3.303,0.000,0.000,-0.0070,-0.0000,,-,0.016,14.868,5.623,3.303,0.000,0.000,0.000,0.000,-0.000,0.295,-0.009,-0.297,1.000,14.868,5.623,3.303,0.000,0.000,0.000,-0.000,-0.000,0.295,-0.009,-0.297,1.000,-0.0070,-0.0000,,,,,,,3.53,558.78,0.63%,0.0002,3.1094,0.0003,0.3750,2.4062,17.6250,342.0,12781.7
wor80r-57M-13p1B-100k-bs64-lr300-mucenteringwt-g0e+00-s1,3.346,3.346,28.400,,,-,-,-,-,-,0.000,106.402,45.650,24.255,0.000,0.000,-0.0938,-0.0000,,-,0.000,106.402,45.650,24.255,0.000,0.000,0.000,0.000,-0.000,0.222,0.003,-0.216,1.000,106.402,45.650,24.255,0.000,0.000,0.000,-0.000,-0.000,0.222,0.003,-0.216,1.000,-0.0938,-0.0000,,,,,,,27.17,4653.50,0.58%,0.0002,3.1094,0.0004,0.9766,2.4219,17.8750,372.0,12822.3
wor80r-57M-13p1B-100k-bs64-lr3000-mucenteringwt-g0e+00-s1,3.448,3.448,31.450,,,-,-,-,-,-,0.000,670.872,327.326,167.753,0.000,0.000,-0.3096,-0.0000,,-,0.000,670.872,327.326,167.753,0.000,0.000,0.007,0.000,-0.005,0.179,-0.002,-0.183,1.000,670.872,327.326,167.753,0.000,0.000,0.007,-0.000,-0.005,0.179,-0.002,-0.183,1.000,-0.3096,-0.0000,,,,,,,136.80,31484.09,0.43%,-0.0000,2.9688,0.0001,1.1719,2.3125,17.6250,370.0,12743.6
wor80s-57M-13p1B-100k-bs64-lr10-softcappingwt-g3e+01-s1,3.346,3.346,28.398,,,-,-,-,-,-,0.108,4.794,2.503,1.046,1.892,0.756,-0.0875,-3.3171,,-,0.108,4.794,2.503,1.046,1.892,0.756,7.899,3.579,-4.074,0.971,0.735,-0.700,0.969,4.877,1.722,0.905,0.000,0.000,4.320,0.000,-7.653,0.892,-0.032,-0.893,1.000,-0.0875,-3.3171,,,,,,,1.73,454.24,0.38%,-3.3125,2.8906,2.7656,0.3145,4.0938,18.6250,264.0,13334.2
